movieId,title,genreID
48,Pocahontas (1995),2
48,Pocahontas (1995),3
48,Pocahontas (1995),7
48,Pocahontas (1995),15
48,Pocahontas (1995),6
49,When Night Is Falling (1995),7
49,When Night Is Falling (1995),6
50,"Usual Suspects, The (1995)",9
50,"Usual Suspects, The (1995)",12
50,"Usual Suspects, The (1995)",10
52,Mighty Aphrodite (1995),4
52,Mighty Aphrodite (1995),7
52,Mighty Aphrodite (1995),6
53,Lamerica (1994),1
53,Lamerica (1994),7
54,"Big Green, The (1995)",3
54,"Big Green, The (1995)",4
55,Georgia (1995),7
57,Home for the Holidays (1995),7
58,"Postman, The (Postino, Il) (1994)",4
58,"Postman, The (Postino, Il) (1994)",7
58,"Postman, The (Postino, Il) (1994)",6
60,"Indian in the Cupboard, The (1995)",1
60,"Indian in the Cupboard, The (1995)",3
60,"Indian in the Cupboard, The (1995)",5
61,Eye for an Eye (1996),7
61,Eye for an Eye (1996),10
62,Mr. Holland's Opus (1995),7
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),4
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),9
64,Two if by Sea (1996),4
64,Two if by Sea (1996),6
65,Bio-Dome (1996),4
66,Lawnmower Man 2: Beyond Cyberspace (1996),8
66,Lawnmower Man 2: Beyond Cyberspace (1996),13
66,Lawnmower Man 2: Beyond Cyberspace (1996),10
68,French Twist (Gazon maudit) (1995),4
68,French Twist (Gazon maudit) (1995),6
69,Friday (1995),4
70,From Dusk Till Dawn (1996),8
70,From Dusk Till Dawn (1996),4
70,From Dusk Till Dawn (1996),11
70,From Dusk Till Dawn (1996),10
71,Fair Game (1995),8
72,Kicking and Screaming (1995),4
72,Kicking and Screaming (1995),7
73,"Misérables, Les (1995)",7
73,"Misérables, Les (1995)",14
74,Bed of Roses (1996),7
74,Bed of Roses (1996),6
75,Big Bully (1996),4
75,Big Bully (1996),7
76,Screamers (1995),8
76,Screamers (1995),13
76,Screamers (1995),10
77,Nico Icon (1995),16
78,"Crossing Guard, The (1995)",8
78,"Crossing Guard, The (1995)",9
78,"Crossing Guard, The (1995)",7
78,"Crossing Guard, The (1995)",10
79,"Juror, The (1996)",7
79,"Juror, The (1996)",10
80,"White Balloon, The (Badkonake sefid) (1995)",3
80,"White Balloon, The (Badkonake sefid) (1995)",7
81,Things to Do in Denver When You're Dead (1995),9
81,Things to Do in Denver When You're Dead (1995),7
81,Things to Do in Denver When You're Dead (1995),6
82,Antonia's Line (Antonia) (1995),4
82,Antonia's Line (Antonia) (1995),7
83,Once Upon a Time... When We Were Colored (1995),7
83,Once Upon a Time... When We Were Colored (1995),6
85,Angels and Insects (1995),7
85,Angels and Insects (1995),6
86,White Squall (1996),8
86,White Squall (1996),1
86,White Squall (1996),7
87,Dunston Checks In (1996),3
87,Dunston Checks In (1996),4
88,Black Sheep (1996),4
89,Nick of Time (1995),8
89,Nick of Time (1995),10
92,Mary Reilly (1996),7
92,Mary Reilly (1996),11
92,Mary Reilly (1996),10
93,Vampire in Brooklyn (1995),4
93,Vampire in Brooklyn (1995),11
93,Vampire in Brooklyn (1995),6
94,Beautiful Girls (1996),4
94,Beautiful Girls (1996),7
94,Beautiful Girls (1996),6
95,Broken Arrow (1996),8
95,Broken Arrow (1996),1
95,Broken Arrow (1996),10
96,In the Bleak Midwinter (1995),4
96,In the Bleak Midwinter (1995),7
97,"Hate (Haine, La) (1995)",9
97,"Hate (Haine, La) (1995)",7
99,Heidi Fleiss: Hollywood Madam (1995),16
100,City Hall (1996),7
100,City Hall (1996),10
101,Bottle Rocket (1996),1
101,Bottle Rocket (1996),4
101,Bottle Rocket (1996),9
101,Bottle Rocket (1996),6
102,Mr. Wrong (1996),4
103,Unforgettable (1996),12
103,Unforgettable (1996),13
103,Unforgettable (1996),10
104,Happy Gilmore (1996),4
105,"Bridges of Madison County, The (1995)",7
105,"Bridges of Madison County, The (1995)",6
106,Nobody Loves Me (Keiner liebt mich) (1994),4
106,Nobody Loves Me (Keiner liebt mich) (1994),7
107,Muppet Treasure Island (1996),1
107,Muppet Treasure Island (1996),3
107,Muppet Treasure Island (1996),4
107,Muppet Treasure Island (1996),15
108,Catwalk (1996),16
110,Braveheart (1995),8
110,Braveheart (1995),7
110,Braveheart (1995),14
111,Taxi Driver (1976),9
111,Taxi Driver (1976),7
111,Taxi Driver (1976),10
112,Rumble in the Bronx (Hont faan kui) (1995),8
112,Rumble in the Bronx (Hont faan kui) (1995),1
112,Rumble in the Bronx (Hont faan kui) (1995),4
112,Rumble in the Bronx (Hont faan kui) (1995),9
113,Before and After (1996),7
113,Before and After (1996),12
116,Anne Frank Remembered (1995),16
117,"Young Poisoner's Handbook, The (1995)",9
117,"Young Poisoner's Handbook, The (1995)",7
118,If Lucy Fell (1996),4
118,If Lucy Fell (1996),6
119,"Steal Big, Steal Little (1995)",4
121,"Boys of St. Vincent, The (1992)",7
122,Boomerang (1992),4
122,Boomerang (1992),6
123,Chungking Express (Chung Hing sam lam) (1994),7
123,Chungking Express (Chung Hing sam lam) (1994),12
123,Chungking Express (Chung Hing sam lam) (1994),6
125,Flirting With Disaster (1996),4
126,"NeverEnding Story III, The (1994)",1
126,"NeverEnding Story III, The (1994)",3
126,"NeverEnding Story III, The (1994)",5
128,Jupiter's Wife (1994),16
129,Pie in the Sky (1996),4
129,Pie in the Sky (1996),6
132,Jade (1995),10
135,Down Periscope (1996),4
137,Man of the Year (1995),16
140,Up Close and Personal (1996),7
140,Up Close and Personal (1996),6
141,"Birdcage, The (1996)",4
144,"Brothers McMullen, The (1995)",4
145,Bad Boys (1995),8
145,Bad Boys (1995),4
145,Bad Boys (1995),9
145,Bad Boys (1995),7
145,Bad Boys (1995),10
146,"Amazing Panda Adventure, The (1995)",1
146,"Amazing Panda Adventure, The (1995)",3
147,"Basketball Diaries, The (1995)",7
148,"Awfully Big Adventure, An (1995)",7
149,Amateur (1994),9
149,Amateur (1994),7
149,Amateur (1994),10
150,Apollo 13 (1995),1
150,Apollo 13 (1995),7
150,Apollo 13 (1995),17
151,Rob Roy (1995),8
151,Rob Roy (1995),7
151,Rob Roy (1995),6
151,Rob Roy (1995),14
152,"Addiction, The (1995)",7
152,"Addiction, The (1995)",11
153,Batman Forever (1995),8
153,Batman Forever (1995),1
153,Batman Forever (1995),4
153,Batman Forever (1995),9
154,Beauty of the Day (Belle de jour) (1967),7
155,Beyond Rangoon (1995),1
155,Beyond Rangoon (1995),7
155,Beyond Rangoon (1995),14
156,Blue in the Face (1995),4
156,Blue in the Face (1995),7
157,Canadian Bacon (1995),4
157,Canadian Bacon (1995),14
158,Casper (1995),1
158,Casper (1995),3
159,Clockers (1995),9
159,Clockers (1995),7
159,Clockers (1995),12
160,Congo (1995),8
160,Congo (1995),1
160,Congo (1995),12
160,Congo (1995),13
161,Crimson Tide (1995),7
161,Crimson Tide (1995),10
161,Crimson Tide (1995),14
162,Crumb (1994),16
163,Desperado (1995),8
163,Desperado (1995),6
163,Desperado (1995),18
164,Devil in a Blue Dress (1995),9
164,Devil in a Blue Dress (1995),19
164,Devil in a Blue Dress (1995),12
164,Devil in a Blue Dress (1995),10
165,Die Hard: With a Vengeance (1995),8
165,Die Hard: With a Vengeance (1995),9
165,Die Hard: With a Vengeance (1995),10
166,"Doom Generation, The (1995)",4
166,"Doom Generation, The (1995)",9
166,"Doom Generation, The (1995)",7
168,First Knight (1995),8
168,First Knight (1995),7
168,First Knight (1995),6
169,Free Willy 2: The Adventure Home (1995),1
169,Free Willy 2: The Adventure Home (1995),3
169,Free Willy 2: The Adventure Home (1995),7
170,Hackers (1995),8
170,Hackers (1995),1
170,Hackers (1995),9
170,Hackers (1995),10
171,Jeffrey (1995),4
171,Jeffrey (1995),7
172,Johnny Mnemonic (1995),8
172,Johnny Mnemonic (1995),13
172,Johnny Mnemonic (1995),10
173,Judge Dredd (1995),8
173,Judge Dredd (1995),9
173,Judge Dredd (1995),13
174,Jury Duty (1995),4
175,Kids (1995),7
176,Living in Oblivion (1995),4
177,Lord of Illusions (1995),11
178,Love & Human Remains (1993),4
178,Love & Human Remains (1993),7
179,Mad Love (1995),7
179,Mad Love (1995),6
180,Mallrats (1995),4
180,Mallrats (1995),6
181,Mighty Morphin Power Rangers: The Movie (1995),8
181,Mighty Morphin Power Rangers: The Movie (1995),3
183,Mute Witness (1994),4
183,Mute Witness (1994),11
183,Mute Witness (1994),10
184,Nadja (1994),7
185,"Net, The (1995)",8
185,"Net, The (1995)",9
185,"Net, The (1995)",10
186,Nine Months (1995),4
186,Nine Months (1995),6
187,Party Girl (1995),4
188,"Prophecy, The (1995)",5
188,"Prophecy, The (1995)",11
188,"Prophecy, The (1995)",12
189,Reckless (1995),4
189,Reckless (1995),5
190,Safe (1995),10
191,"Scarlet Letter, The (1995)",7
191,"Scarlet Letter, The (1995)",6
193,Showgirls (1995),7
194,Smoke (1995),4
194,Smoke (1995),7
195,Something to Talk About (1995),4
195,Something to Talk About (1995),7
195,Something to Talk About (1995),6
196,Species (1995),11
196,Species (1995),13
198,Strange Days (1995),8
198,Strange Days (1995),9
198,Strange Days (1995),7
198,Strange Days (1995),12
198,Strange Days (1995),13
198,Strange Days (1995),10
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",7
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",15
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",6
201,Three Wishes (1995),7
201,Three Wishes (1995),5
202,Total Eclipse (1995),7
202,Total Eclipse (1995),6
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",4
204,Under Siege 2: Dark Territory (1995),8
205,Unstrung Heroes (1995),4
205,Unstrung Heroes (1995),7
206,Unzipped (1995),16
207,"Walk in the Clouds, A (1995)",7
207,"Walk in the Clouds, A (1995)",6
208,Waterworld (1995),8
208,Waterworld (1995),1
208,Waterworld (1995),13
209,White Man's Burden (1995),7
210,Wild Bill (1995),18
211,"Browning Version, The (1994)",7
212,Bushwhacked (1995),1
212,Bushwhacked (1995),4
212,Bushwhacked (1995),9
212,Bushwhacked (1995),12
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),7
214,Before the Rain (Pred dozhdot) (1994),7
214,Before the Rain (Pred dozhdot) (1994),14
215,Before Sunrise (1995),7
215,Before Sunrise (1995),6
216,Billy Madison (1995),4
217,"Babysitter, The (1995)",7
217,"Babysitter, The (1995)",10
218,Boys on the Side (1995),4
218,Boys on the Side (1995),7
219,"Cure, The (1995)",7
220,Castle Freak (1995),11
222,Circle of Friends (1995),7
222,Circle of Friends (1995),6
223,Clerks (1994),4
224,Don Juan DeMarco (1995),4
224,Don Juan DeMarco (1995),7
224,Don Juan DeMarco (1995),6
225,Disclosure (1994),7
225,Disclosure (1994),10
227,Drop Zone (1994),8
227,Drop Zone (1994),10
228,Destiny Turns on the Radio (1995),4
229,Death and the Maiden (1994),7
229,Death and the Maiden (1994),10
230,Dolores Claiborne (1995),7
230,Dolores Claiborne (1995),10
231,Dumb & Dumber (Dumb and Dumber) (1994),1
231,Dumb & Dumber (Dumb and Dumber) (1994),4
232,Eat Drink Man Woman (Yin shi nan nu) (1994),4
232,Eat Drink Man Woman (Yin shi nan nu) (1994),7
232,Eat Drink Man Woman (Yin shi nan nu) (1994),6
233,Exotica (1994),7
234,Exit to Eden (1994),4
235,Ed Wood (1994),4
235,Ed Wood (1994),7
236,French Kiss (1995),8
236,French Kiss (1995),4
236,French Kiss (1995),6
237,Forget Paris (1995),4
237,Forget Paris (1995),6
238,Far From Home: The Adventures of Yellow Dog (1995),1
238,Far From Home: The Adventures of Yellow Dog (1995),3
239,"Goofy Movie, A (1995)",2
239,"Goofy Movie, A (1995)",3
239,"Goofy Movie, A (1995)",4
239,"Goofy Movie, A (1995)",6
240,Hideaway (1995),10
241,Fluke (1995),3
241,Fluke (1995),7
242,Farinelli: il castrato (1994),7
242,Farinelli: il castrato (1994),15
243,Gordy (1995),3
243,Gordy (1995),4
243,Gordy (1995),5
246,Hoop Dreams (1994),16
247,Heavenly Creatures (1994),9
247,Heavenly Creatures (1994),7
248,Houseguest (1994),4
249,Immortal Beloved (1994),7
249,Immortal Beloved (1994),6
250,Heavyweights (Heavy Weights) (1995),3
250,Heavyweights (Heavy Weights) (1995),4
251,"Hunted, The (1995)",8
252,I.Q. (1994),4
252,I.Q. (1994),6
253,Interview with the Vampire: The Vampire Chronicles (1994),7
253,Interview with the Vampire: The Vampire Chronicles (1994),11
254,Jefferson in Paris (1995),7
255,"Jerky Boys, The (1995)",4
256,Junior (1994),4
256,Junior (1994),13
257,Just Cause (1995),12
257,Just Cause (1995),10
258,"Kid in King Arthur's Court, A (1995)",1
258,"Kid in King Arthur's Court, A (1995)",3
258,"Kid in King Arthur's Court, A (1995)",4
258,"Kid in King Arthur's Court, A (1995)",5
258,"Kid in King Arthur's Court, A (1995)",6
259,Kiss of Death (1995),9
259,Kiss of Death (1995),7
259,Kiss of Death (1995),10
260,Star Wars: Episode IV - A New Hope (1977),8
260,Star Wars: Episode IV - A New Hope (1977),1
260,Star Wars: Episode IV - A New Hope (1977),13
261,Little Women (1994),7
262,"Little Princess, A (1995)",3
262,"Little Princess, A (1995)",7
263,Ladybird Ladybird (1994),7
265,Like Water for Chocolate (Como agua para chocolate) (1992),7
265,Like Water for Chocolate (Como agua para chocolate) (1992),5
265,Like Water for Chocolate (Como agua para chocolate) (1992),6
266,Legends of the Fall (1994),7
266,Legends of the Fall (1994),6
266,Legends of the Fall (1994),14
266,Legends of the Fall (1994),18
267,Major Payne (1995),4
269,My Crazy Life (Mi vida loca) (1993),7
270,Love Affair (1994),7
270,Love Affair (1994),6
271,Losing Isaiah (1995),7
272,"Madness of King George, The (1994)",4
272,"Madness of King George, The (1994)",7
273,Mary Shelley's Frankenstein (Frankenstein) (1994),7
273,Mary Shelley's Frankenstein (Frankenstein) (1994),11
273,Mary Shelley's Frankenstein (Frankenstein) (1994),13
274,Man of the House (1995),4
275,Mixed Nuts (1994),4
276,Milk Money (1994),4
276,Milk Money (1994),6
277,Miracle on 34th Street (1994),7
278,Miami Rhapsody (1995),4
279,My Family (1995),7
280,Murder in the First (1995),7
280,Murder in the First (1995),10
281,Nobody's Fool (1994),4
281,Nobody's Fool (1994),7
281,Nobody's Fool (1994),6
282,Nell (1994),7
283,New Jersey Drive (1995),9
283,New Jersey Drive (1995),7
284,New York Cop (Nyû Yôku no koppu) (1993),8
284,New York Cop (Nyû Yôku no koppu) (1993),9
285,Beyond Bedlam (1993),7
285,Beyond Bedlam (1993),11
287,Nina Takes a Lover (1994),4
287,Nina Takes a Lover (1994),6
288,Natural Born Killers (1994),8
288,Natural Born Killers (1994),9
288,Natural Born Killers (1994),10
289,Only You (1994),4
289,Only You (1994),6
290,Once Were Warriors (1994),9
290,Once Were Warriors (1994),7
291,Poison Ivy II (1996),7
291,Poison Ivy II (1996),10
292,Outbreak (1995),8
292,Outbreak (1995),7
292,Outbreak (1995),13
292,Outbreak (1995),10
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),8
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),9
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),7
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),10
294,"Perez Family, The (1995)",4
294,"Perez Family, The (1995)",6
295,"Pyromaniac's Love Story, A (1995)",4
295,"Pyromaniac's Love Story, A (1995)",6
296,Pulp Fiction (1994),4
296,Pulp Fiction (1994),9
296,Pulp Fiction (1994),7
296,Pulp Fiction (1994),10
298,Pushing Hands (Tui shou) (1992),7
299,Priest (1994),7
300,Quiz Show (1994),7
301,Picture Bride (Bijo photo) (1994),7
301,Picture Bride (Bijo photo) (1994),6
302,"Queen Margot (Reine Margot, La) (1994)",7
302,"Queen Margot (Reine Margot, La) (1994)",6
303,"Quick and the Dead, The (1995)",8
303,"Quick and the Dead, The (1995)",10
303,"Quick and the Dead, The (1995)",18
304,Roommates (1995),4
304,Roommates (1995),7
305,Ready to Wear (Pret-A-Porter) (1994),4
306,Three Colors: Red (Trois couleurs: Rouge) (1994),7
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),7
308,Three Colors: White (Trzy kolory: Bialy) (1994),4
308,Three Colors: White (Trzy kolory: Bialy) (1994),7
310,Rent-a-Kid (1995),4
311,Relative Fear (1994),11
311,Relative Fear (1994),10
312,Stuart Saves His Family (1995),4
313,"Swan Princess, The (1994)",2
313,"Swan Princess, The (1994)",3
314,"Secret of Roan Inish, The (1994)",3
314,"Secret of Roan Inish, The (1994)",7
314,"Secret of Roan Inish, The (1994)",5
314,"Secret of Roan Inish, The (1994)",12
315,"Specialist, The (1994)",8
315,"Specialist, The (1994)",7
315,"Specialist, The (1994)",10
316,Stargate (1994),8
316,Stargate (1994),1
316,Stargate (1994),13
317,"Santa Clause, The (1994)",4
317,"Santa Clause, The (1994)",7
317,"Santa Clause, The (1994)",5
318,"Shawshank Redemption, The (1994)",9
318,"Shawshank Redemption, The (1994)",7
319,Shallow Grave (1994),4
319,Shallow Grave (1994),7
319,Shallow Grave (1994),10
320,Suture (1993),19
320,Suture (1993),10
321,Strawberry and Chocolate (Fresa y chocolate) (1993),7
322,Swimming with Sharks (1995),4
322,Swimming with Sharks (1995),7
324,"Sum of Us, The (1994)",4
324,"Sum of Us, The (1994)",7
325,National Lampoon's Senior Trip (1995),4
326,To Live (Huozhe) (1994),7
327,Tank Girl (1995),8
327,Tank Girl (1995),4
327,Tank Girl (1995),13
328,Tales from the Crypt Presents: Demon Knight (1995),11
328,Tales from the Crypt Presents: Demon Knight (1995),10
329,Star Trek: Generations (1994),1
329,Star Trek: Generations (1994),7
329,Star Trek: Generations (1994),13
330,Tales from the Hood (1995),8
330,Tales from the Hood (1995),9
330,Tales from the Hood (1995),11
331,Tom & Viv (1994),7
332,Village of the Damned (1995),11
332,Village of the Damned (1995),13
333,Tommy Boy (1995),4
334,Vanya on 42nd Street (1994),7
335,Underneath (1995),12
335,Underneath (1995),10
336,"Walking Dead, The (1995)",7
336,"Walking Dead, The (1995)",14
337,What's Eating Gilbert Grape (1993),7
338,Virtuosity (1995),8
338,Virtuosity (1995),13
338,Virtuosity (1995),10
339,While You Were Sleeping (1995),4
339,While You Were Sleeping (1995),6
340,"War, The (1994)",1
340,"War, The (1994)",7
340,"War, The (1994)",14
341,Double Happiness (1994),7
342,Muriel's Wedding (1994),4
343,"Baby-Sitters Club, The (1995)",3
344,Ace Ventura: Pet Detective (1994),4
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",4
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",7
346,Backbeat (1993),7
346,Backbeat (1993),15
347,Bitter Moon (1992),7
347,Bitter Moon (1992),19
347,Bitter Moon (1992),6
348,Bullets Over Broadway (1994),4
349,Clear and Present Danger (1994),8
349,Clear and Present Danger (1994),9
349,Clear and Present Danger (1994),7
349,Clear and Present Danger (1994),10
350,"Client, The (1994)",7
350,"Client, The (1994)",12
350,"Client, The (1994)",10
351,"Corrina, Corrina (1994)",4
351,"Corrina, Corrina (1994)",7
351,"Corrina, Corrina (1994)",6
352,Crooklyn (1994),4
352,Crooklyn (1994),7
353,"Crow, The (1994)",8
353,"Crow, The (1994)",9
353,"Crow, The (1994)",5
353,"Crow, The (1994)",10
354,Cobb (1994),7
355,"Flintstones, The (1994)",3
355,"Flintstones, The (1994)",4
355,"Flintstones, The (1994)",5
356,Forrest Gump (1994),4
356,Forrest Gump (1994),7
356,Forrest Gump (1994),6
356,Forrest Gump (1994),14
357,Four Weddings and a Funeral (1994),4
357,Four Weddings and a Funeral (1994),6
358,Higher Learning (1995),7
359,I Like It Like That (1994),4
359,I Like It Like That (1994),7
359,I Like It Like That (1994),6
360,I Love Trouble (1994),8
360,I Love Trouble (1994),4
361,It Could Happen to You (1994),4
361,It Could Happen to You (1994),7
361,It Could Happen to You (1994),6
362,"Jungle Book, The (1994)",1
362,"Jungle Book, The (1994)",3
362,"Jungle Book, The (1994)",6
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",16
364,"Lion King, The (1994)",1
364,"Lion King, The (1994)",2
364,"Lion King, The (1994)",3
364,"Lion King, The (1994)",7
364,"Lion King, The (1994)",15
364,"Lion King, The (1994)",17
365,Little Buddha (1993),7
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",7
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",11
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",12
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",10
367,"Mask, The (1994)",8
367,"Mask, The (1994)",4
367,"Mask, The (1994)",9
367,"Mask, The (1994)",5
368,Maverick (1994),1
368,Maverick (1994),4
368,Maverick (1994),18
369,Mrs. Parker and the Vicious Circle (1994),7
370,Naked Gun 33 1/3: The Final Insult (1994),8
370,Naked Gun 33 1/3: The Final Insult (1994),4
371,"Paper, The (1994)",4
371,"Paper, The (1994)",7
372,Reality Bites (1994),4
372,Reality Bites (1994),7
372,Reality Bites (1994),6
373,Red Rock West (1992),10
374,Richie Rich (1994),3
374,Richie Rich (1994),4
376,"River Wild, The (1994)",8
376,"River Wild, The (1994)",10
377,Speed (1994),8
377,Speed (1994),6
377,Speed (1994),10
378,Speechless (1994),4
378,Speechless (1994),6
379,Timecop (1994),8
379,Timecop (1994),13
379,Timecop (1994),10
380,True Lies (1994),8
380,True Lies (1994),1
380,True Lies (1994),4
380,True Lies (1994),6
380,True Lies (1994),10
381,When a Man Loves a Woman (1994),7
381,When a Man Loves a Woman (1994),6
382,Wolf (1994),7
382,Wolf (1994),11
382,Wolf (1994),6
382,Wolf (1994),10
383,Wyatt Earp (1994),18
384,Bad Company (1995),8
384,Bad Company (1995),9
384,Bad Company (1995),7
385,"Man of No Importance, A (1994)",7
386,S.F.W. (1994),7
387,"Low Down Dirty Shame, A (1994)",8
387,"Low Down Dirty Shame, A (1994)",4
388,Boys Life (1995),7
389,"Colonel Chabert, Le (1994)",7
389,"Colonel Chabert, Le (1994)",6
389,"Colonel Chabert, Le (1994)",14
390,Faster Pussycat! Kill! Kill! (1965),8
390,Faster Pussycat! Kill! Kill! (1965),9
390,Faster Pussycat! Kill! Kill! (1965),7
391,Jason's Lyric (1994),9
391,Jason's Lyric (1994),7
393,Street Fighter (1994),8
393,Street Fighter (1994),1
393,Street Fighter (1994),5
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),8
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),5
406,Federal Hill (1994),7
407,In the Mouth of Madness (1995),11
407,In the Mouth of Madness (1995),10
408,8 Seconds (1994),7
409,Above the Rim (1994),9
409,Above the Rim (1994),7
410,Addams Family Values (1993),3
410,Addams Family Values (1993),4
410,Addams Family Values (1993),5
412,"Age of Innocence, The (1993)",7
413,Airheads (1994),4
414,"Air Up There, The (1994)",4
415,Another Stakeout (1993),4
415,Another Stakeout (1993),10
416,Bad Girls (1994),18
417,Barcelona (1994),4
417,Barcelona (1994),6
418,Being Human (1993),7
419,"Beverly Hillbillies, The (1993)",4
420,Beverly Hills Cop III (1994),8
420,Beverly Hills Cop III (1994),4
420,Beverly Hills Cop III (1994),9
420,Beverly Hills Cop III (1994),10
421,Black Beauty (1994),1
421,Black Beauty (1994),3
421,Black Beauty (1994),7
422,Blink (1994),10
423,Blown Away (1994),8
423,Blown Away (1994),10
424,Blue Chips (1994),7
425,Blue Sky (1994),7
425,Blue Sky (1994),6
426,Body Snatchers (1993),11
426,Body Snatchers (1993),13
426,Body Snatchers (1993),10
427,Boxing Helena (1993),7
427,Boxing Helena (1993),12
427,Boxing Helena (1993),6
427,Boxing Helena (1993),10
428,"Bronx Tale, A (1993)",7
429,Cabin Boy (1994),4
430,Calendar Girl (1993),4
430,Calendar Girl (1993),7
431,Carlito's Way (1993),9
431,Carlito's Way (1993),7
432,City Slickers II: The Legend of Curly's Gold (1994),1
432,City Slickers II: The Legend of Curly's Gold (1994),4
432,City Slickers II: The Legend of Curly's Gold (1994),18
433,Clean Slate (1994),4
434,Cliffhanger (1993),8
434,Cliffhanger (1993),1
434,Cliffhanger (1993),10
435,Coneheads (1993),4
